Date,Campaign,Impressions,Clicks,Cost,Conversions,Revenue,CTR,CPC,Conversion_Rate,ROAS
2025-06-10,TechFlow_Brand_Search,44579,720,2137.7,27,3101.79,1.62,2.97,3.75,1.45
2025-06-10,TechFlow_Product_Keywords,45579,795,6011.38,46,2902.98,1.74,7.56,5.79,0.48
2025-06-10,TechFlow_Competitor_Keywords,44799,520,2310.71,34,5089.23,1.16,4.44,6.54,2.2
2025-06-10,TechFlow_Display_Network,46597,1131,5811.04,70,5297.25,2.43,5.14,6.19,0.91
2025-06-10,TechFlow_YouTube_Video,49890,546,4350.32,12,645.28,1.09,7.97,2.2,0.15
2025-06-11,TechFlow_Brand_Search,29930,589,3505.27,40,5343.7,1.97,5.95,6.79,1.52
2025-06-11,TechFlow_Product_Keywords,40269,1452,5343.35,73,14227.16,3.61,3.68,5.03,2.66
2025-06-11,TechFlow_Competitor_Keywords,35557,698,2356.86,33,2463.86,1.96,3.38,4.73,1.05
2025-06-11,TechFlow_Display_Network,12733,278,2106.68,22,3636.13,2.18,7.58,7.91,1.73
2025-06-11,TechFlow_YouTube_Video,8552,267,1468.33,12,2108.44,3.12,5.5,4.49,1.44
2025-06-12,TechFlow_Brand_Search,47273,1121,3658.57,68,9204.08,2.37,3.26,6.07,2.52
2025-06-12,TechFlow_Product_Keywords,29948,688,1730.17,46,7505.38,2.3,2.51,6.69,4.34
2025-06-12,TechFlow_Competitor_Keywords,5644,127,367.17,3,321.16,2.25,2.89,2.36,0.87
2025-06-12,TechFlow_Display_Network,15328,506,2491.07,18,3477.3,3.3,4.92,3.56,1.4
2025-06-12,TechFlow_YouTube_Video,26721,836,2457.98,21,2733.27,3.13,2.94,2.51,1.11
2025-06-13,TechFlow_Brand_Search,15331,247,1868.74,8,868.63,1.61,7.57,3.24,0.46
2025-06-13,TechFlow_Product_Keywords,34969,581,2503.95,37,4136.08,1.66,4.31,6.37,1.65
2025-06-13,TechFlow_Competitor_Keywords,48533,559,2957.48,33,4661.1,1.15,5.29,5.9,1.58
2025-06-13,TechFlow_Display_Network,17898,541,1500.25,38,3573.94,3.02,2.77,7.02,2.38
2025-06-13,TechFlow_YouTube_Video,18843,753,2492.26,54,5018.19,4.0,3.31,7.17,2.01
2025-06-14,TechFlow_Brand_Search,19262,390,2099.18,23,1232.56,2.02,5.38,5.9,0.59
2025-06-14,TechFlow_Product_Keywords,29977,1056,5723.6,71,8063.18,3.52,5.42,6.72,1.41
2025-06-14,TechFlow_Competitor_Keywords,29997,948,6387.86,33,4313.41,3.16,6.74,3.48,0.68
2025-06-14,TechFlow_Display_Network,14991,422,2324.43,14,1657.25,2.82,5.51,3.32,0.71
2025-06-14,TechFlow_YouTube_Video,48108,1873,10073.84,75,8886.0,3.89,5.38,4.0,0.88
2025-06-15,TechFlow_Brand_Search,47695,937,6163.31,18,1257.11,1.96,6.58,1.92,0.2
2025-06-15,TechFlow_Product_Keywords,32053,1309,4555.94,79,4923.78,4.08,3.48,6.04,1.08
2025-06-15,TechFlow_Competitor_Keywords,30750,1063,3122.49,76,13913.17,3.46,2.94,7.15,4.46
2025-06-15,TechFlow_Display_Network,12306,187,474.56,8,1171.68,1.52,2.54,4.28,2.47
2025-06-15,TechFlow_YouTube_Video,7065,335,2399.57,13,2128.52,4.74,7.16,3.88,0.89
2025-06-16,TechFlow_Brand_Search,3039,114,766.94,8,1154.54,3.75,6.73,7.02,1.51
2025-06-16,TechFlow_Product_Keywords,8880,436,3019.38,16,1087.6,4.91,6.93,3.67,0.36
2025-06-16,TechFlow_Competitor_Keywords,31964,322,2132.27,20,2780.12,1.01,6.62,6.21,1.3
2025-06-16,TechFlow_Display_Network,38964,429,2983.58,33,6523.66,1.1,6.95,7.69,2.19
2025-06-16,TechFlow_YouTube_Video,2765,46,364.55,1,57.94,1.66,7.92,2.17,0.16
2025-06-17,TechFlow_Brand_Search,13159,251,1255.02,9,1731.94,1.91,5.0,3.59,1.38
2025-06-17,TechFlow_Product_Keywords,26585,347,1623.49,10,1613.51,1.31,4.68,2.88,0.99
2025-06-17,TechFlow_Competitor_Keywords,48095,1613,5669.7,72,10440.05,3.35,3.52,4.46,1.84
2025-06-17,TechFlow_Display_Network,29379,722,1867.34,28,4378.66,2.46,2.59,3.88,2.34
2025-06-17,TechFlow_YouTube_Video,41192,2020,9043.7,156,27599.16,4.9,4.48,7.72,3.05
2025-06-18,TechFlow_Brand_Search,27926,416,1079.29,31,4253.1,1.49,2.59,7.45,3.94
2025-06-18,TechFlow_Product_Keywords,15765,287,1416.96,5,676.22,1.82,4.94,1.74,0.48
2025-06-18,TechFlow_Competitor_Keywords,37303,1193,3243.06,53,9087.4,3.2,2.72,4.44,2.8
2025-06-18,TechFlow_Display_Network,45717,574,1607.25,15,1333.47,1.26,2.8,2.61,0.83
2025-06-18,TechFlow_YouTube_Video,33994,1332,7342.0,83,5908.14,3.92,5.51,6.23,0.8
2025-06-19,TechFlow_Brand_Search,33932,808,3453.59,60,10102.58,2.38,4.27,7.43,2.93
2025-06-19,TechFlow_Product_Keywords,44246,1342,3944.4,89,14463.54,3.03,2.94,6.63,3.67
2025-06-19,TechFlow_Competitor_Keywords,24574,531,4092.98,26,4710.68,2.16,7.71,4.9,1.15
2025-06-19,TechFlow_Display_Network,8781,366,1166.94,17,2069.92,4.17,3.19,4.64,1.77
2025-06-19,TechFlow_YouTube_Video,11866,340,1126.69,20,1044.39,2.87,3.31,5.88,0.93
2025-06-20,TechFlow_Brand_Search,46728,999,7805.8,48,4297.1,2.14,7.81,4.8,0.55
2025-06-20,TechFlow_Product_Keywords,43559,1648,6605.55,73,7336.79,3.78,4.01,4.43,1.11
2025-06-20,TechFlow_Competitor_Keywords,39540,1070,5201.36,34,3994.64,2.71,4.86,3.18,0.77
2025-06-20,TechFlow_Display_Network,6980,236,1052.02,5,880.61,3.38,4.46,2.12,0.84
2025-06-20,TechFlow_YouTube_Video,25205,379,2186.55,20,3565.86,1.5,5.77,5.28,1.63
2025-06-21,TechFlow_Brand_Search,26056,336,1030.37,13,776.65,1.29,3.07,3.87,0.75
2025-06-21,TechFlow_Product_Keywords,30103,1158,4074.21,34,3635.52,3.85,3.52,2.94,0.89
2025-06-21,TechFlow_Competitor_Keywords,27927,999,5082.5,38,7014.29,3.58,5.09,3.8,1.38
2025-06-21,TechFlow_Display_Network,5280,60,467.51,1,97.83,1.14,7.79,1.67,0.21
2025-06-21,TechFlow_YouTube_Video,37898,1298,6066.0,50,3819.81,3.42,4.67,3.85,0.63
2025-06-22,TechFlow_Brand_Search,4045,147,999.39,7,1248.11,3.63,6.8,4.76,1.25
2025-06-22,TechFlow_Product_Keywords,43711,780,5067.98,48,8495.67,1.78,6.5,6.15,1.68
2025-06-22,TechFlow_Competitor_Keywords,46629,1959,10329.78,138,10791.08,4.2,5.27,7.04,1.04
2025-06-22,TechFlow_Display_Network,26607,449,2688.19,34,4740.29,1.69,5.99,7.57,1.76
2025-06-22,TechFlow_YouTube_Video,5190,230,1568.63,5,326.24,4.43,6.82,2.17,0.21
2025-06-23,TechFlow_Brand_Search,48240,1565,9961.26,71,10216.02,3.24,6.37,4.54,1.03
2025-06-23,TechFlow_Product_Keywords,48264,490,1919.21,24,4069.52,1.02,3.92,4.9,2.12
2025-06-23,TechFlow_Competitor_Keywords,30399,456,1461.59,36,5029.22,1.5,3.21,7.89,3.44
2025-06-23,TechFlow_Display_Network,38785,1335,5795.1,76,8139.17,3.44,4.34,5.69,1.4
2025-06-23,TechFlow_YouTube_Video,32912,808,4152.81,64,4282.62,2.46,5.14,7.92,1.03
2025-06-24,TechFlow_Brand_Search,41417,1461,9610.51,105,15174.77,3.53,6.58,7.19,1.58
2025-06-24,TechFlow_Product_Keywords,22819,897,5666.04,41,7505.68,3.93,6.32,4.57,1.32
2025-06-24,TechFlow_Competitor_Keywords,48513,933,5398.36,28,2996.08,1.92,5.79,3.0,0.55
2025-06-24,TechFlow_Display_Network,25866,497,2277.92,34,2662.15,1.92,4.58,6.84,1.17
2025-06-24,TechFlow_YouTube_Video,38652,1664,10184.42,113,14968.38,4.31,6.12,6.79,1.47
2025-06-25,TechFlow_Brand_Search,30963,1507,7108.1,42,3669.73,4.87,4.72,2.79,0.52
2025-06-25,TechFlow_Product_Keywords,47476,1631,11188.22,94,6318.84,3.44,6.86,5.76,0.56
2025-06-25,TechFlow_Competitor_Keywords,49627,1065,8501.69,52,10382.13,2.15,7.98,4.88,1.22
2025-06-25,TechFlow_Display_Network,24338,497,3302.6,22,2815.68,2.04,6.65,4.43,0.85
2025-06-25,TechFlow_YouTube_Video,30374,1017,5071.01,78,11702.54,3.35,4.99,7.67,2.31
2025-06-26,TechFlow_Brand_Search,23371,794,2907.04,62,4648.86,3.4,3.66,7.81,1.6
2025-06-26,TechFlow_Product_Keywords,1212,47,184.13,2,391.16,3.88,3.92,4.26,2.12
2025-06-26,TechFlow_Competitor_Keywords,17814,422,2520.84,11,2087.88,2.37,5.97,2.61,0.83
2025-06-26,TechFlow_Display_Network,6851,216,731.43,13,888.44,3.15,3.39,6.02,1.21
2025-06-26,TechFlow_YouTube_Video,39078,823,2756.42,47,2401.47,2.11,3.35,5.71,0.87
2025-06-27,TechFlow_Brand_Search,49646,1920,14270.6,47,3332.69,3.87,7.43,2.45,0.23
2025-06-27,TechFlow_Product_Keywords,45283,1611,8978.27,63,9285.75,3.56,5.57,3.91,1.03
2025-06-27,TechFlow_Competitor_Keywords,1941,72,304.83,2,231.44,3.71,4.23,2.78,0.76
2025-06-27,TechFlow_Display_Network,40684,682,5109.89,15,2324.95,1.68,7.49,2.2,0.45
2025-06-27,TechFlow_YouTube_Video,43910,987,2482.9,76,5513.29,2.25,2.52,7.7,2.22
2025-06-28,TechFlow_Brand_Search,43905,767,5124.16,47,4681.41,1.75,6.68,6.13,0.91
2025-06-28,TechFlow_Product_Keywords,40811,524,2362.75,40,2608.22,1.28,4.51,7.63,1.1
2025-06-28,TechFlow_Competitor_Keywords,32540,1331,7809.4,75,10388.48,4.09,5.87,5.63,1.33
2025-06-28,TechFlow_Display_Network,28416,755,2303.66,28,4995.58,2.66,3.05,3.71,2.17
2025-06-28,TechFlow_YouTube_Video,27725,477,2042.66,35,5963.93,1.72,4.28,7.34,2.92
2025-06-29,TechFlow_Brand_Search,27099,769,3186.16,43,6191.85,2.84,4.14,5.59,1.94
2025-06-29,TechFlow_Product_Keywords,40386,1826,8971.85,66,6958.88,4.52,4.91,3.61,0.78
2025-06-29,TechFlow_Competitor_Keywords,6140,291,1601.28,22,3982.93,4.74,5.5,7.56,2.49
2025-06-29,TechFlow_Display_Network,17516,821,3459.42,51,8636.45,4.69,4.21,6.21,2.5
2025-06-29,TechFlow_YouTube_Video,46017,1894,11912.09,137,26835.6,4.12,6.29,7.23,2.25
2025-06-30,TechFlow_Brand_Search,26197,333,2292.36,16,2223.74,1.27,6.88,4.8,0.97
2025-06-30,TechFlow_Product_Keywords,46567,2136,7618.26,78,12069.2,4.59,3.57,3.65,1.58
2025-06-30,TechFlow_Competitor_Keywords,3291,137,966.8,3,379.83,4.16,7.06,2.19,0.39
2025-06-30,TechFlow_Display_Network,28109,369,1618.0,22,1711.96,1.31,4.38,5.96,1.06
2025-06-30,TechFlow_YouTube_Video,16838,672,2144.85,52,4975.36,3.99,3.19,7.74,2.32
2025-07-01,TechFlow_Brand_Search,42947,1078,7633.06,30,5120.08,2.51,7.08,2.78,0.67
2025-07-01,TechFlow_Product_Keywords,1629,54,250.74,4,310.02,3.31,4.64,7.41,1.24
2025-07-01,TechFlow_Competitor_Keywords,12922,489,2533.73,18,2534.63,3.78,5.18,3.68,1.0
2025-07-01,TechFlow_Display_Network,19588,410,2361.09,23,3434.36,2.09,5.76,5.61,1.45
2025-07-01,TechFlow_YouTube_Video,23074,1030,5400.03,38,2518.55,4.46,5.24,3.69,0.47
2025-07-02,TechFlow_Brand_Search,28050,905,6502.82,24,4123.72,3.23,7.19,2.65,0.63
2025-07-02,TechFlow_Product_Keywords,45346,1688,7270.89,128,13267.54,3.72,4.31,7.58,1.82
2025-07-02,TechFlow_Competitor_Keywords,11161,262,807.31,11,1884.77,2.35,3.08,4.2,2.33
2025-07-02,TechFlow_Display_Network,39966,1975,14346.74,53,5296.57,4.94,7.26,2.68,0.37
2025-07-02,TechFlow_YouTube_Video,42641,1387,4922.82,69,13230.9,3.25,3.55,4.97,2.69
2025-07-03,TechFlow_Brand_Search,35722,557,4345.13,28,5294.91,1.56,7.8,5.03,1.22
2025-07-03,TechFlow_Product_Keywords,18413,249,1405.14,6,971.54,1.35,5.64,2.41,0.69
2025-07-03,TechFlow_Competitor_Keywords,21480,293,1487.75,13,1493.01,1.36,5.08,4.44,1.0
2025-07-03,TechFlow_Display_Network,5514,229,710.77,7,739.63,4.15,3.1,3.06,1.04
2025-07-03,TechFlow_YouTube_Video,49898,2084,12313.66,97,12202.43,4.18,5.91,4.65,0.99
2025-07-04,TechFlow_Brand_Search,34973,641,2620.13,18,1989.31,1.83,4.09,2.81,0.76
2025-07-04,TechFlow_Product_Keywords,6762,299,2040.11,14,2080.33,4.42,6.82,4.68,1.02
2025-07-04,TechFlow_Competitor_Keywords,40905,1761,10320.25,128,16702.42,4.31,5.86,7.27,1.62
2025-07-04,TechFlow_Display_Network,34344,1537,9295.93,106,6552.47,4.48,6.05,6.9,0.7
2025-07-04,TechFlow_YouTube_Video,24979,365,2697.49,7,1236.11,1.46,7.39,1.92,0.46
2025-07-05,TechFlow_Brand_Search,44333,2206,16062.15,163,23386.55,4.98,7.28,7.39,1.46
2025-07-05,TechFlow_Product_Keywords,12695,273,1960.11,14,2549.4,2.15,7.18,5.13,1.3
2025-07-05,TechFlow_Competitor_Keywords,37369,1151,6674.85,38,3941.29,3.08,5.8,3.3,0.59
2025-07-05,TechFlow_Display_Network,46919,1729,8965.74,73,7473.85,3.69,5.19,4.22,0.83
2025-07-05,TechFlow_YouTube_Video,14932,171,508.16,7,415.88,1.15,2.97,4.09,0.82
